GEO_UID,CMA_code,CMA_name,Census_Tract_name,Occupied_private_dwellings_by_structural_type_of_dwelling,Single_detached_house,Apartment_in_a_building_that_has_five_or_more_storeys,Semi_detached_house,Row_house,Apartment_or_flat_in_a_duplex,Apartment_in_a_building_that_has_fewer_than_five_storeys,Movable_dwelling,Private_households_by_household_size,F1_person,F2_person,F3_person,F4_person,F5_person_or_more,Number_of_persons_in_private_households
5350576.5,535,Toronto,576.5,1665,1280,0,145,170,60,10,0,1665,85,220,320,470,575,6730
5350576.52,535,Toronto,576.52,1465,1015,0,355,60,30,5,0,1460,90,185,265,445,475,5865
5350576.53,535,Toronto,576.53,1105,710,0,385,0,0,5,0,1105,60,125,220,335,375,4435
5350576.54,535,Toronto,576.54,1065,675,0,0,365,25,0,0,1065,55,95,160,305,445,4680
5350576.55,535,Toronto,576.55,1475,1145,0,205,0,125,0,0,1475,35,155,225,430,630,6640
5350576.56,535,Toronto,576.56,1680,1570,0,0,0,110,0,0,1685,35,145,240,475,785,7835
5350576.57,535,Toronto,576.57,1060,510,270,0,85,5,190,0,1060,220,270,145,190,230,3350
5350576.58,535,Toronto,576.58,2055,965,0,410,550,115,20,0,2055,145,265,345,590,715,8390
5350576.59,535,Toronto,576.59,1500,735,5,335,225,190,10,5,1500,55,140,265,435,610,6550
5350576.6,535,Toronto,576.6,1920,1195,0,710,0,20,0,0,1920,70,165,295,570,820,8505
5350576.61,535,Toronto,576.61,2570,1075,0,1275,200,30,0,0,2575,90,225,410,830,1025,11170
5350576.62,535,Toronto,576.62,1565,875,5,305,135,245,0,0,1565,50,165,250,410,685,7010
5350576.63,535,Toronto,576.63,1345,1115,0,140,55,35,0,0,1345,40,110,180,405,620,6180
5350576.64,535,Toronto,576.64,1945,1490,0,195,95,165,5,0,1945,55,200,310,550,825,8605
5350576.65,535,Toronto,576.65,595,100,0,165,325,5,0,0,600,40,85,120,160,200,2365
5350576.66,535,Toronto,576.66,1415,920,0,120,255,115,5,0,1415,45,115,220,400,640,6595
5350576.67,535,Toronto,576.67,1740,1105,0,75,485,70,0,0,1740,60,130,260,505,785,8090
5350576.68,535,Toronto,576.68,1195,1050,0,0,0,145,5,0,1195,45,150,200,340,455,5095
5350576.69,535,Toronto,576.69,1280,805,0,365,25,85,0,0,1280,50,130,195,345,555,5660
5350576.7,535,Toronto,576.7,5055,3140,0,910,940,55,0,0,5055,325,885,1065,1410,1370,18970
5350576.71,535,Toronto,576.71,5500,4095,0,975,340,65,30,0,5500,190,605,960,1700,2040,23270
5350576.72,535,Toronto,576.72,2635,1680,220,130,565,40,5,0,2635,280,470,495,745,640,9490
5350585.02,535,Toronto,585.02,1875,1450,0,270,115,20,10,5,1870,185,495,345,515,325,6180
5350585.03,535,Toronto,585.03,1910,1405,110,105,120,80,90,0,1915,355,570,350,445,190,5370
5350585.05,535,Toronto,585.05,2270,1845,0,225,110,50,50,0,2275,225,555,515,660,320,7215
5350585.07,535,Toronto,585.07,2320,1960,0,100,155,15,95,0,2320,290,790,405,510,330,6995
5350585.08,535,Toronto,585.08,1180,1155,0,5,0,10,5,0,1180,100,375,205,280,220,3830
5350585.09,535,Toronto,585.09,1840,1535,0,150,65,45,50,0,1845,230,475,350,540,250,5690
5350585.1,535,Toronto,585.1,1285,890,0,85,305,0,0,0,1285,130,305,255,425,165,4105
5350586.01,535,Toronto,586.01,3595,2815,0,265,440,60,10,5,3595,280,870,705,955,795,12550
5350586.02,535,Toronto,586.02,1005,955,0,15,5,15,15,5,1005,180,345,140,210,125,2870
5350587.01,535,Toronto,587.01,1990,1840,0,50,35,30,20,5,1990,250,670,370,430,275,5915
5350587.02,535,Toronto,587.02,1975,1890,0,15,5,10,55,0,1975,325,725,335,345,240,5495
5350590.0,535,Toronto,590.0,2145,825,95,540,145,45,495,0,2145,690,745,320,250,135,4890
5350591.01,535,Toronto,591.01,1800,1240,0,215,260,20,65,0,1805,260,520,365,455,195,5280
5350591.02,535,Toronto,591.02,1725,1035,0,285,365,10,25,0,1720,280,500,330,405,210,5020
5350592.01,535,Toronto,592.01,2775,1340,410,175,260,40,540,5,2775,840,855,420,425,230,6785
5350592.02,535,Toronto,592.02,2120,1925,0,35,115,30,10,0,2120,260,620,470,510,255,6375
5350593.0,535,Toronto,593.0,2920,2850,0,5,0,50,15,0,2920,360,1120,485,535,425,8555
5350600.01,535,Toronto,600.01,2030,2020,5,5,0,0,0,0,2025,185,630,385,540,290,6300
5350600.02,535,Toronto,600.02,2100,1735,0,60,230,75,0,0,2100,160,535,445,585,375,7015
5350601.0,535,Toronto,601.0,1280,1240,0,0,0,20,20,0,1280,140,340,200,385,220,4110
5350602.0,535,Toronto,602.0,1750,1265,385,5,5,20,75,0,1750,395,580,250,310,210,4660
5350603.0,535,Toronto,603.0,2525,520,1540,35,35,60,325,0,2525,1140,770,305,215,90,4940
5350604.0,535,Toronto,604.0,1155,320,510,30,85,5,195,0,1150,515,390,120,90,40,2205
5350605.0,535,Toronto,605.0,1010,435,140,0,235,15,170,0,1015,270,415,145,115,75,2380
5350606.0,535,Toronto,606.0,2100,1240,265,35,130,145,290,0,2100,585,715,370,285,150,5085
5350607.0,535,Toronto,607.0,1075,1010,0,0,0,55,5,0,1070,200,330,215,225,105,2970
5350608.0,535,Toronto,608.0,865,700,0,0,115,50,0,0,865,140,260,145,195,120,2575
5350609.0,535,Toronto,609.0,930,860,0,0,60,15,0,0,935,145,280,140,230,140,2790
5350610.02,535,Toronto,610.02,2970,2475,160,20,285,30,0,0,2975,355,905,585,780,345,8875
5350610.03,535,Toronto,610.03,2450,420,1365,65,285,35,290,0,2450,1075,965,205,150,55,4515
5350610.04,535,Toronto,610.04,1410,585,515,15,280,10,5,0,1410,520,455,200,170,70,3065
5350611.0,535,Toronto,611.0,1715,1660,0,0,0,55,0,0,1720,215,595,340,375,190,4960
5350612.01,535,Toronto,612.01,20,20,0,0,0,0,0,0,20,0,5,5,10,5,60
5350612.03,535,Toronto,612.03,1995,1240,150,15,500,15,70,0,1990,250,500,400,525,310,6250
5350612.05,535,Toronto,612.05,2015,1080,350,0,580,0,0,0,2020,290,660,395,475,200,5770
5350612.08,535,Toronto,612.08,1685,1050,0,10,560,55,10,0,1685,180,420,390,410,285,5425
5350612.1,535,Toronto,612.1,15,20,0,0,0,0,0,0,20,5,5,5,0,0,40
5350612.11,535,Toronto,612.11,1760,1340,0,85,310,20,0,0,1760,125,425,385,555,280,5810
5350612.12,535,Toronto,612.12,2040,1435,0,350,225,25,10,0,2040,135,475,445,640,345,6845
5350612.13,535,Toronto,612.13,1410,855,145,0,60,5,350,0,1410,330,435,205,285,160,3805
5350612.14,535,Toronto,612.14,1460,825,0,65,225,5,335,0,1460,260,395,285,340,185,4260
5350612.15,535,Toronto,612.15,2165,1095,0,0,1075,5,0,0,2165,215,525,450,645,335,7015
5350612.18,535,Toronto,612.18,1340,925,0,115,300,0,0,0,1335,125,285,300,425,200,4380
5350612.19,535,Toronto,612.19,1295,735,0,90,470,0,5,0,1295,145,300,300,395,155,4065
5350612.2,535,Toronto,612.2,1325,985,0,120,215,0,0,0,1320,100,280,285,460,200,4405
5350612.21,535,Toronto,612.21,1980,1015,0,205,755,0,5,0,1980,180,375,425,660,345,6690
5350612.22,535,Toronto,612.22,2090,1405,0,10,675,0,0,0,2090,155,370,410,755,400,7320
5350612.23,535,Toronto,612.23,1370,1040,0,75,260,0,0,0,1370,120,255,285,475,225,4655
5350612.24,535,Toronto,612.24,2350,1535,280,100,425,5,0,0,2350,260,470,410,735,475,7980
5350612.25,535,Toronto,612.25,1600,1330,0,65,180,25,0,0,1595,105,360,300,560,275,5475
5350612.26,535,Toronto,612.26,1780,170,520,325,220,0,545,0,1785,680,530,290,215,65,3815
5350612.27,535,Toronto,612.27,1710,940,0,65,570,20,110,0,1705,245,430,355,465,215,5190
5350613.01,535,Toronto,613.01,1515,975,0,225,275,25,5,0,1515,255,540,295,290,135,4135
5350613.03,535,Toronto,613.03,1610,630,380,150,295,30,120,0,1610,435,535,265,245,130,3985
5350613.04,535,Toronto,613.04,1915,395,1185,60,150,120,5,0,1915,575,660,345,235,100,4405
5350614.01,535,Toronto,614.01,1095,760,0,100,210,0,25,0,1095,140,385,205,270,100,3135
5350614.02,535,Toronto,614.02,1425,1000,0,40,210,15,160,0,1425,215,510,280,300,125,3935
5350615.0,535,Toronto,615.0,1930,1245,0,85,580,5,15,0,1930,200,400,430,545,345,6425
5350620.01,535,Toronto,620.01,2970,1150,0,510,625,0,675,0,2970,490,710,520,775,470,9190
5350620.05,535,Toronto,620.05,1240,1205,0,30,0,5,0,0,1240,70,220,220,425,305,4585
5350620.06,535,Toronto,620.06,2050,610,10,565,860,5,0,0,2045,225,420,425,620,360,6795
5350620.07,535,Toronto,620.07,1400,1165,0,170,55,10,0,0,1400,50,195,245,520,380,5445
5350620.08,535,Toronto,620.08,2370,1015,210,340,795,0,0,5,2370,270,500,495,650,455,7925
5350620.09,535,Toronto,620.09,1550,805,0,270,430,5,35,0,1550,125,315,325,500,280,5275
